time,x,y,z,u,w
0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.03027104870649852,0.027573689776475525,0.00011879605454513197,0.04670166253836109,0.09062259640951091
0.2,0.15627651707197895,0.14085673759035852,0.0003829469090376721,0.07060752310422265,0.12885023164029485
0.3,0.36798772635786475,0.31857465312362115,0.0014105551668686853,0.10341022146655414,0.15225010727384625
0.4,0.6955997133198294,0.5770996050302761,0.004268797829713428,0.12743787283598867,0.20911328832155868
0.5,1.129227359466898,0.9206387082747789,0.009687076481210873,0.13654546240463145,0.25573441332489744
0.6,1.6363707638902296,1.2955118735046083,0.0185131534287217,0.12894626050823904,0.23126454586708617
0.7,2.1991081521922067,1.6874063143554279,0.03203488595583441,0.13350691184808208,0.2730943337022761
0.8,2.8423015656585138,2.1314141396402775,0.05087355514147,0.12120498831757588,0.2530473410319733
0.9,3.432078575825413,2.4935597147059863,0.0759136005692016,0.11947781865421629,0.21866065200230694
1.0,3.99965842569303,2.8118114900225155,0.10619685898152507,0.11695767761955927,0.21375801132405733
1.1,4.547847896856342,3.0902811174782534,0.14166227236408016,0.11092470345545043,0.2001327497384314
1.2,5.041971773753455,3.3179914302339824,0.18245794195302906,0.10373912473038233,0.18556263920128166
1.3,5.46730828801104,3.488138676828806,0.22540167230556155,0.08086032195152722,0.17415662595058
1.4,5.830839539751229,3.6011785780495122,0.26895073667753516,0.0739761995846934,0.15239417806334907
1.5,6.125452636854636,3.670887367308098,0.313687042218289,0.0646617869171722,0.14596995649937297
1.6,6.404337678471805,3.747789524138862,0.36054698989778217,0.06118231996150449,0.1326500893864192
1.7,6.605062173335913,3.7691150405484333,0.4042281119207062,0.057140580755612264,0.12299319195623688
1.8,6.708158231944353,3.745404183363523,0.44893175120937223,0.05095995681194287,0.10519510331985472
1.9,6.763024252698913,3.6817959062263554,0.4888838164566301,0.045342425476193875,0.102851283335832
2.0,6.794623271087869,3.6111916553248053,0.5248843757391007,0.0423615360766379,0.09489517418733583
2.1,6.806423519714983,3.5400871363256545,0.5594085124264521,0.0400090714725062,0.0881632694817168
2.2,6.726031295882523,3.4152208364825847,0.5844730164381439,0.036043817338312266,0.06720758528573811
2.3,6.5587445128215345,3.2378546916412296,0.611143455235649,0.032011400870051616,0.06086605308994315
2.4,6.362324826776088,3.052337654672677,0.6286447283099426,0.028953165496083406,0.054222856637968296
2.5,6.123834903690012,2.8664391649370096,0.6452314605499119,0.025616476478068008,0.04644965029537525
2.6,5.877135795088732,2.6748054140494717,0.6543926791797665,0.022156053847644058,0.04114935551004095
2.7,5.606476493652986,2.5010291245118155,0.658875401343156,0.02090857518598015,0.039273338255500084
2.8,5.3981669119390485,2.369707784293809,0.6593881396797113,0.018129072433991606,0.04035329460683914
2.9,5.202017356305976,2.256538451013648,0.6563282382678925,0.016363368263906948,0.03882113462730311
3.0,5.011273347717383,2.1423567418078515,0.6504831964507557,0.015540636086115462,0.03466567042193971
3.1,4.802479242425343,2.020932470861497,0.641967925659106,0.013062987336431783,0.03185601361061605
3.2,4.6208758123075,1.9190054098188187,0.6315610204646239,0.011211836332348122,0.03156252268235087
3.3,4.480094916023015,1.8519184927609715,0.6191861511295566,0.009871790846892896,0.03087880909148952
3.4,4.328442150698762,1.771110385661843,0.6066622124786645,0.009241795088288774,0.02466391839423382
3.5,4.156277968484376,1.6869617775034182,0.5908504636608641,0.00809196823864677,0.022248456228289335
3.6,3.9642837224287195,1.5858552559689862,0.5742575284973741,0.007489304064043157,0.01964124368884809
3.7,3.756273939199918,1.4772681092750062,0.5593402700311998,0.006337626174108345,0.016375131581303198
3.8,3.54538230605656,1.3735655029602325,0.5399358935977638,0.0055529303238375785,0.015762133732131083
3.9,3.3458916117988986,1.2779284776783115,0.5212440396213951,0.004577734472370293,0.014538323368844433
4.0,3.1620281768353555,1.1887057813963895,0.5014070603903811,0.0036934549577204456,0.012985899331382035
4.1,2.974865238842208,1.1076433733216535,0.4838083803801371,0.003456289417497133,0.012007395111530565
4.2,2.810849628938954,1.032672605823658,0.46298970847150983,0.0028529714390114784,0.010827915970894655
4.3,2.641167583427099,0.9598647733122522,0.4439768881783291,0.0024634072397355885,0.009840548231935512
4.4,2.491352711546872,0.8959363606397859,0.4238316754059192,0.002202437782882169,0.009763538679438825
4.5,2.3463530998957904,0.8383929128944902,0.4047281945319164,0.0021095778692024267,0.008296612356122605
4.6,2.203460993795772,0.7794305118239693,0.38592099651570366,0.0018940870673911504,0.007528674319449171
4.7,2.0656211733762415,0.7257814538991012,0.3659522689864169,0.0016902212365353005,0.006807671807450753
4.8,1.935148024228477,0.6763656672985641,0.3477016975236658,0.001564187406268519,0.006703338211801594
4.9,1.820790444058922,0.6316440923156736,0.3302557792818312,0.00130777173490629,0.006569669718417579
5.0,1.7110732525243761,0.5921197841552824,0.31301948531963236,0.0012070302672234688,0.006494708457213187
5.1,1.5990626569490538,0.5525918552237358,0.29632215753754115,0.001034833222976873,0.005756117348679754
5.2,1.4866124423320641,0.5123574483342221,0.28011192224057974,0.000990588951847144,0.004800032987623106
5.3,1.378988768250661,0.47252812092693675,0.2641403443978852,0.0008919647623785357,0.0045968082647283946
5.4,1.2787392697280082,0.4350166767828595,0.24888555481912694,0.0007237871439292207,0.003607839745850783
5.5,1.1791413978444742,0.3970372596590471,0.23491330217746087,0.0006848681911116857,0.003435757457041998
5.6,1.085170410291314,0.36290174687306836,0.2209959292083754,0.0006174038794651295,0.003061485205810164
5.7,0.9973551189482662,0.3320905242058816,0.20690485124425845,0.0005033443108134097,0.0027754665485117684
5.8,0.9140378315000706,0.3029728819484622,0.1934345901302177,0.0004834653377617416,0.0024290631375992544
5.9,0.8343284000235363,0.27444035700486674,0.18051105017968844,0.0004431031718264406,0.0020075509007711806
6.0,0.759705331342402,0.24943772789608776,0.16791258387743183,0.0003746562572600423,0.0021050990141651803
6.1,0.6923409039877442,0.22737896191374118,0.15622756354506873,0.000311197644101361,0.0018884186149820041
6.2,0.632458320320807,0.20712879257455172,0.14510431811282568,0.0002844521769758943,0.001709007840234686
6.3,0.5780466358576578,0.18927372008063809,0.13476298207959642,0.00024476554254952357,0.0015711459799797995
6.4,0.5291637336704579,0.17329711891259425,0.12485020343354977,0.0002196886544947083,0.0013699021499528233
6.5,0.484377767478351,0.15858590213370208,0.11552526764500827,0.00020060337349323175,0.0011855185962801015
6.6,0.4421466693505335,0.14378668370342063,0.10692357086833024,0.00017771054853176776,0.0010857890339384408
6.7,0.40382840666173686,0.13060071710341023,0.09881057641106315,0.00016732183380552767,0.0009378613165999403
6.8,0.36773409537368745,0.1178381851126371,0.09119865452044883,0.00015390534057606182,0.0007988467377587911
6.9,0.3342247151449137,0.10589395559850902,0.08384493871623748,0.00014647690076931283,0.0007387877034600917
7.0,0.30240812131011435,0.09481271101166161,0.07705893274799237,0.0001282675142497436,0.000655310853336578
7.1,0.2733911245201823,0.08467906417756789,0.07076503010826944,0.00010833579175877681,0.0006133923749877876
7.2,0.2494080734167823,0.07642504392391822,0.06484971683159861,0.00010101380536737075,0.0005758587689349805
7.3,0.22786647355657866,0.06912787071316087,0.05937713522350279,7.963903864081211e-5,0.0005154152145701833
7.4,0.20717299129016184,0.061650031356752476,0.05448663694435295,7.707911325978921e-5,0.0004378041164053582
7.5,0.1880835464969244,0.054902721198702424,0.04986271458901351,6.949826952462449e-5,0.00038185800852800876
7.6,0.17069869993899592,0.048824750037934135,0.04551303987901108,5.882362141962273e-5,0.0003385795442545251
7.7,0.15517896536412581,0.04349488542699268,0.04146631292540492,5.829571840618543e-5,0.0003114880111771472
7.8,0.14136811387343226,0.03866920812325898,0.03777183547271231,5.4190558302664626e-5,0.0002890172528664129
7.9,0.12961617999361094,0.03452491730746904,0.034356656761023806,5.222953599568865e-5,0.0002724737572855299
8.0,0.11929277421580978,0.030853706151522293,0.03127039559636599,4.693524184980293e-5,0.00025017797543280275
8.1,0.11104276133920879,0.028213090086459655,0.0283315538643225,4.53789429465742e-5,0.00030149708985560984
8.2,0.10483658425606364,0.02623479216475531,0.025727395634139602,4.171825502933519e-5,0.00024668375012095665
8.3,0.09870314012799906,0.023949632136397045,0.023379443126226168,3.97066024362743e-5,0.00021332702134537816
8.4,0.09318280878368317,0.021725520664593673,0.021222874221861067,3.7778719901126447e-5,0.00023871320820804945
8.5,0.08854958225359555,0.02006490268100217,0.019256984439722995,3.732310159857556e-5,0.00023063404833692419
8.6,0.08444798296506204,0.018599169033741696,0.017492182951976194,3.6484835797733986e-5,0.00019609194940640776
8.7,0.08083634413912417,0.017154870809257632,0.015909902094733783,3.3940216711672875e-5,0.00019187843085756383
8.8,0.07736726027627912,0.01587101046018855,0.014475264952893589,2.9606742554565702e-5,0.00019358017084519867
8.9,0.07474004704483043,0.014743810022400241,0.01317215995710943,2.7923936110620125e-5,0.0001870101625264546
9.0,0.07279219841815776,0.01372281702236805,0.011965740197678877,2.6117819206014094e-5,0.00021045763209785013
9.1,0.0713437120235238,0.012928857754927933,0.010884292695053718,2.6174664949934528e-5,0.0002169905001386264
9.2,0.06972014247100349,0.012228881080055915,0.00988855117070857,2.3770801752333924e-5,0.00022603511697829996
9.3,0.06824425656964558,0.011612456964010389,0.009007307792573475,2.126735612100041e-5,0.00021953900414246896
