time,x,y,z,u,w
0.0,70.0,20.0,10.0,3.0,4.0
0.1,69.31252237214528,20.58185668564629,10.11206969118652,2.73145951299355,3.725438868192459
0.2,68.92284567172504,20.845792464968582,10.23329119673342,2.544780090330513,3.465390826800641
0.3,68.77998831429029,20.873178660045618,10.351056253183232,2.3834521085590348,3.271063441600704
0.4,68.81067790455961,20.740114584810005,10.45536437225587,2.2097434346839875,3.0841099041009086
0.5,69.00736992812065,20.45372880585517,10.540148717368016,2.0302009818733393,2.865087599865855
0.6,69.37303041804657,20.025431246336723,10.60047570533778,1.8927093686396341,2.6191109129082077
0.7,69.85818736842032,19.506972822380558,10.631938857157527,1.752284509356654,2.450663800451797
0.8,70.46064721209113,18.904478623366856,10.636225649853317,1.6241738991738746,2.2468004932683696
0.9,71.14596005406014,18.245937823402624,10.608662142376334,1.5153950589593206,2.0906475393256483
1.0,71.87705850454755,17.573316572288874,10.551543699038229,1.4153316255443844,1.9499112353098604
1.1,72.65903575942808,16.87567916785066,10.467707441095287,1.3142989349631244,1.8057624730533277
1.2,73.47599807818693,16.171197842957906,10.355954496319983,1.2164638648418529,1.6657423585600994
1.3,74.32394496820055,15.458730424211552,10.220039970896252,1.114563079468322,1.561383441106005
1.4,75.16162285158042,14.775529217772332,10.06230398001202,1.0206211673695211,1.4629330317532132
1.5,76.00487704677886,14.107235448034166,9.887160958007703,0.941136415606414,1.3719256092881975
1.6,76.83687390966602,13.462846028464115,9.694998677138452,0.8726622590601092,1.2861523741012877
1.7,77.66745195943611,12.837532237569029,9.4880016488072,0.8155477547708796,1.20970365985809
1.8,78.49087641505223,12.234945908775705,9.27089777189374,0.7456917004687134,1.1281125050968823
1.9,79.30522313616493,11.645669616089796,9.044804318496245,0.697257327656394,1.0430416066862953
2.0,80.11264558901915,11.076211866082414,8.809326451612776,0.6453166235726545,0.979281364244803
2.1,80.8982875255346,10.530534198838208,8.567484887904731,0.6024445211394148,0.9105112295489048
2.2,81.67998893847994,9.993422937705484,8.319355308801965,0.5561808906609378,0.8412818525823349
2.3,82.4513274917699,9.475216243495478,8.069336005192511,0.5191426148685324,0.7915737728863856
2.4,83.1966723681382,8.98244395879861,7.814673117512543,0.48259241824835014,0.7425170214129495
2.5,83.91869823787688,8.51589806662865,7.560664750525841,0.44891827413157614,0.693706408020111
2.6,84.61476092672955,8.073275672568032,7.305433972950081,0.409194619934411,0.6501314056720803
2.7,85.28953499191293,7.653876486793921,7.051966131156858,0.38460080826283205,0.6144633221693352
2.8,85.94042217623372,7.2542294870455315,6.800544777444389,0.3564375774210491,0.5727917869771598
2.9,86.57148020063072,6.8716587099167885,6.553594820944268,0.33435538987005076,0.5383551866780085
3.0,87.17730817975361,6.510482858414373,6.308858479035104,0.3094173531831105,0.5056038727746376
3.1,87.76231825816208,6.167254072711879,6.069238113647515,0.28577783165286974,0.47467403060604724
3.2,88.32293118878884,5.842323899204802,5.833523111882956,0.26415134867876905,0.4520595657302332
3.3,88.85720541260689,5.535497343044033,5.6023199156646735,0.2451275952666191,0.4261891038273867
3.4,89.37270578024791,5.243800080664869,5.377185703098168,0.22971868175543045,0.3958347908149736
3.5,89.8678441987242,4.96685849022556,5.158802565392326,0.21390939029061337,0.37439107312724407
3.6,90.34624926374597,4.701619642033366,4.946114645688058,0.19974521228114187,0.3485322549902896
3.7,90.80665211222642,4.4501400825202895,4.739390366123764,0.18537968077613098,0.330955447670189
3.8,91.24467000966445,4.213621873353392,4.538683846292757,0.17257636246438504,0.3111071052797569
3.9,91.66493101058947,3.9888083475343623,4.3444482727549065,0.15846611130594912,0.29306011706736884
4.0,92.06349803682242,3.777395339600075,4.155718593108203,0.1470751098035679,0.2766155421469465
4.1,92.44574006751114,3.580063396059076,3.9744222013786015,0.13818033834919966,0.26540127422302556
4.2,92.80546734995548,3.3955356331969555,3.7987981254986676,0.12870937409798838,0.25182630448543647
4.3,93.14827442819109,3.2226075485096013,3.6302167522637063,0.1217708060850902,0.2407139173711955
4.4,93.4703980316779,3.0609819913247636,3.4678810504136215,0.11415718041484497,0.23046819463635995
4.5,93.77631890231127,2.912057157749703,3.3126555598990395,0.10887502178326602,0.2212838363796676
4.6,94.0661660808843,2.771049109815269,3.1635488307522635,0.10262404195741816,0.21132667756869514
4.7,94.34045404921127,2.6395559419244785,3.0205352130411023,0.09569529762649892,0.20139052933225862
4.8,94.6024720441385,2.5152326800556573,2.8835718156107535,0.08945436629225972,0.19247282798137255
