t,S_p,I_p,I_v
85.0,99.99168921213749,0.004314555177599906,0.013765741824195418
86.0,99.98679548230147,0.006913661148418504,0.02239849222768049
87.0,99.94241820372413,0.04372654088385122,0.010093932955122354
88.0,99.99051352893677,0.007502446573065185,0.004306900024506233
89.0,99.99692655763556,0.002466968995478543,0.0016345706505613805
90.0,99.99098943547277,0.005263097523172318,0.005435971950181285
91.0,99.98561073775578,0.010546871977394007,0.0031964466718940095
92.0,99.97966293836924,0.016569770520829585,0.004702213603039944
93.0,99.98464618958513,0.013489160999281321,0.0071942083881992025
94.0,99.98394814292685,0.011938075174418184,0.012857781713020423
95.0,99.98020673701977,0.013461295708489678,0.009730472446387025
96.0,99.9848954001801,0.010628374332714723,0.022574566530800363
97.0,99.97957106264565,0.01806509704390182,0.008931385655631495
98.0,99.9648931669717,0.03112075630142248,0.004496222429243527
99.0,99.9690771063492,0.028740615432768894,0.006401526871494283
100.0,99.92750897262235,0.06085721144384482,0.007907718854452926
101.0,99.96702473582653,0.029271246480529256,0.0041471652757013025
102.0,99.93481294905658,0.05904922880414786,0.03363740821421537
103.0,99.95016924770373,0.04581636384297644,0.009730430682541093
104.0,99.83587368428401,0.15074998291844355,0.01285005965387913
105.0,99.93019919175413,0.06692763730377574,0.018137448058964934
106.0,99.9140750646049,0.08314532636982296,0.00585564188430636
107.0,99.98228062968332,0.015687550767448256,0.007635181163418248
108.0,99.96995249112692,0.02631174194514119,0.005080980575475514
109.0,99.96013237252288,0.03687105896084669,0.009171002110707333
110.0,99.9831499325269,0.01538605757234305,0.005188031782938207
111.0,99.994794380654,0.004140274626608459,0.0037011933829948778
112.0,99.99755225460156,0.0008150539448107487,0.013195415003837998
113.0,99.98050998118157,0.009318116509634773,0.025291989997482816
114.0,99.9938472207555,0.004265894349923503,0.010005794609694875
115.0,99.99316954288304,0.00364735545054391,0.012274448177537516
116.0,99.98372742292324,0.006771190703343987,0.03532635078214759
117.0,99.98460313299091,0.01237216422763578,0.010004859029464373
118.0,99.98311348594551,0.013842916460090058,0.008271372002649451
119.0,99.99299606705642,0.002779325966657504,0.045027844237958484
120.0,99.99189006773317,0.004846391686370934,0.007488836011333161
121.0,99.9813590624889,0.01321204205369671,0.008475071153158981
122.0,99.93865881516798,0.048022738591758686,0.03908689677981445
123.0,99.97962425702777,0.01801106322234284,0.014524371321097067
124.0,99.99239696259104,0.006465012648460084,0.0046675133239689704
125.0,99.97798397981938,0.015589472549401172,0.007907450635523929
126.0,99.94320913050686,0.051107811209233016,0.007765430831951584
127.0,99.99217913583647,0.006461885101997439,0.006525127569498144
128.0,99.99553200421796,0.0036374777351345054,0.005343654013994005
129.0,99.96384153276702,0.02912515501723421,0.0038233433393518273
130.0,99.9867433976091,0.010043933305213307,0.012122043088258923
131.0,99.9845068798682,0.011225776741500913,0.006676456284823476
132.0,99.98390489999424,0.00915008271974823,0.024038291805111345
133.0,99.98525612326436,0.011215180544433732,0.009235946789683655
134.0,99.98654332189055,0.011136058085376085,0.005171131885119016
135.0,99.99544888006997,0.0036684911203266678,0.006998590045413889
136.0,99.9963176059446,0.002885336020189942,0.003041350951040433
137.0,99.97021150940529,0.018699652685172905,0.008141544179325375
138.0,99.99119804537828,0.007033630306506893,0.003320851754305501
139.0,99.98393257543313,0.009897432841476945,0.013262445779301626
140.0,99.98275366306264,0.01502856584811203,0.0036296084841457364
141.0,99.98474936560169,0.013003297028312334,0.011000506409027623
142.0,99.98630778756035,0.011493359756482332,0.004777489373738562
143.0,99.9869431235368,0.01117716005522987,0.0037882570473114136
144.0,99.99243409791606,0.005781770754287192,0.011481094563835687
145.0,99.99035262664124,0.00613362710607007,0.009520304913481525
146.0,99.9822989864995,0.011984683924673223,0.014458168935692812
147.0,99.61548626785547,0.30386722924946313,0.012252949148733618
148.0,99.8539370970725,0.13941277482019834,0.02700528940862971
149.0,99.83512679728385,0.15479344793340896,0.032791477566107806
150.0,99.96093682752907,0.03534585712979972,0.01954560406792228
151.0,99.90277594562225,0.08940324259930083,0.007617281983865142
152.0,99.97138721417622,0.02722460145400202,0.010882657241481323
153.0,99.99502008034045,0.002707611254410627,0.018077856259695883
154.0,99.98897083457523,0.0066655001634226725,0.012150852375735073
155.0,99.93476151424059,0.049225488041577135,0.00901057363698666
156.0,99.96805514598572,0.02811244905309335,0.007569913019914759
157.0,99.98199992141554,0.016957980533782425,0.00618675135165779
158.0,99.98370171284242,0.011834339638176206,0.0167021685003746
159.0,99.98846354296936,0.002477170536713758,0.048309626661762285
160.0,99.96561246090546,0.0152753522650227,0.1079904980358779
161.0,99.97089511126846,0.02007014482611116,0.01806069317411013
162.0,99.98046632222665,0.015191175801395963,0.014706339641154167
163.0,99.99435413642985,0.0031046006192078264,0.02285231775377076
164.0,99.99690937626778,0.0018377069101510482,0.005762817333787907
165.0,99.99723030734013,0.0008147417316320111,0.008308575560294915
166.0,99.99552731692889,0.0016715112842598085,0.013314535051931156
167.0,99.94673532669002,0.035781537960374664,0.00425531719806471
168.0,99.96323981549305,0.03190658260066782,0.011998258302118448
169.0,99.96386372161251,0.03344594415790053,0.0072652656442766346
170.0,99.9783240548007,0.0196755023701233,0.009676434388183379
171.0,99.99395950336762,0.005256964386272419,0.004801597169632202
172.0,99.98162420829492,0.01623252971735325,0.008960211965699554
173.0,99.98706499583137,0.010258652963881012,0.008440180311010102
174.0,99.98994610584595,0.007188051854498996,0.009712750767220299
175.0,99.99632969990715,0.002300339178345446,0.004200978685269916
176.0,99.99698124638806,0.0017787480948504267,0.0080927264011317
177.0,99.9880852789823,0.0067641938817932555,0.0071180706837061375
178.0,99.98874818794053,0.007079616716596644,0.01710501860927216
179.0,99.99192579532226,0.00505223625272069,0.019322031261945344
180.0,99.98197238325778,0.013773018661017513,0.005231533397573839
181.0,99.99047875637457,0.00820454116892101,0.00328161062736546
182.0,99.99652832347674,0.0025525984183764378,0.005561285504354661
183.0,99.99726269031883,0.00111144959529166,0.01269325972077932
184.0,99.99903799485858,0.0004139364040705469,0.002769157037201034
185.0,99.99739676885146,0.0008204170204160788,0.021086311293154067
186.0,99.99381820264851,0.0034221833953684455,0.010021790422992703
187.0,99.9654290343648,0.026823699077580535,0.01234664343677083
188.0,99.9818179806489,0.015128132738192713,0.01556080798842814
189.0,99.99282118000201,0.0029538395041646594,0.013724179290818579
190.0,99.98583929964603,0.00961850565054926,0.007823385542146503
191.0,99.99551958444353,0.002294525473475745,0.011460687688971806
192.0,99.98909744756841,0.006725409821872084,0.008050993591741107
193.0,99.99483077723703,0.003564171757183007,0.012405340165665711
194.0,99.99683508111403,0.001296206169555639,0.0066148161997680345
195.0,99.99906553925047,0.0005366522405962003,0.003788479269103336
196.0,99.99697768449569,0.0011241173740913725,0.006236511383439675
197.0,99.99523801238671,0.0032328569679971803,0.005519029883478859
198.0,99.99077412840768,0.003907222623352911,0.012409721305837184
199.0,99.98828335091768,0.008311281683974098,0.01642323396103544
200.0,99.97655173414898,0.016858661725964626,0.01828603528003051
0.0,97.0,2.0,4.0
1.0,98.56013568902756,0.9392216566537596,1.920921260507711
2.0,99.31395202161845,0.5071160684452459,1.299571238746116
3.0,98.98631101428502,0.8688465277121704,0.23162959417924295
4.0,99.63679696970723,0.3234213418126929,0.22784661892321603
5.0,99.76408609346728,0.21701719478190226,0.010038506935325103
6.0,99.82011872035257,0.17452285479090196,0.01011010323028007
7.0,99.96107474330753,0.03731123210640543,0.0038204280014572053
8.0,99.96029678847071,0.03725817572256861,0.004416050568666641
9.0,99.98268042619728,0.016754746813315863,0.004678117000103803
10.0,99.97353860774898,0.021280667466647495,0.005060161401072935
11.0,99.97855742163513,0.01910181051466449,0.007169747598284189
12.0,99.99286251022133,0.005707229737864892,0.011573265929981784
13.0,99.99727790203312,0.0009725273331510489,0.014325778589977967
14.0,99.99817875919648,0.0007264923132861524,0.0031227555308644952
15.0,99.98165482470628,0.00729776478500402,0.013846371707866791
16.0,99.98133065808499,0.008860032011991134,0.049911149815459806
17.0,99.959987433498,0.01456243092657128,0.09185309039608443
18.0,99.9619200221092,0.018674661133844434,0.04785092173458717
19.0,99.95624500311308,0.025600075516662702,0.043525753022069395
20.0,99.95791393718454,0.03541434514858935,0.013671935691777014
21.0,99.98890744187558,0.009814996950262932,0.004313498782339865
22.0,99.98590040468811,0.012035770073124763,0.009019956966437226
23.0,99.98690456662993,0.004628004735299046,0.06408383821179862
24.0,99.9479909715835,0.027420672522562733,0.023731869666802227
25.0,99.92127476151703,0.06386755644001292,0.04973853676910336
26.0,99.81454196168148,0.16306298483234363,0.025152085040226983
27.0,99.73481439643706,0.25658690249438976,0.009664308683543675
28.0,99.91247741784424,0.08542664032448438,0.0039793123221840134
29.0,99.86164967975809,0.13214213718559045,0.005641269471943626
30.0,99.95989606810521,0.03892893679543236,0.005169411180737551
31.0,99.97566453298543,0.02328796818726642,0.0038487994411518967
32.0,99.92730453026519,0.06290665600900006,0.011927315182063707
33.0,99.76392643957367,0.2136799021022195,0.02907808917413885
34.0,99.88584597336677,0.10526555026433912,0.011891330487832379
35.0,99.99430736522818,0.005297296544185548,0.00354096491057796
36.0,99.99080873743955,0.005850048264919863,0.010346493058726973
37.0,99.97692852859299,0.019402968810176047,0.003906633686609227
38.0,99.98604562047616,0.012858251099137128,0.004013864201914981
39.0,99.85523527120147,0.12848669105901017,0.00900489473001859
40.0,99.8116421691629,0.1818542775767021,0.01979014003300247
41.0,99.93133110549391,0.0644568277849981,0.020495288319028318
42.0,99.88865857882942,0.1063471048934806,0.004794607004896963
43.0,99.92252461505068,0.07625334702832359,0.009477209252968556
44.0,99.97640094060141,0.02214143018960314,0.012895587466804569
45.0,99.98727468421582,0.011896721805782967,0.0066590227584915835
46.0,99.9816418871266,0.01248776770666052,0.017526498093156515
47.0,99.98265891462935,0.008777072452491702,0.012753112528000238
48.0,99.9819776645166,0.014674688613963269,0.004341336088375752
49.0,99.97747194861475,0.01963373579958705,0.01598847370418589
50.0,99.98072780264846,0.015545794346763567,0.004248287053811823
51.0,99.98880892853018,0.010059481207783707,0.0032130184961133954
52.0,99.99043330343358,0.008147180732253597,0.010939491689551861
53.0,99.99244106666607,0.005725390064740377,0.020471704312813054
54.0,99.9171156016152,0.05306153876530741,0.027751480987711227
55.0,99.97254037733653,0.02176174928730708,0.013172926505201731
56.0,99.98307562615882,0.013922680358453154,0.004215014747093058
57.0,99.99494498876795,0.003722092864966783,0.011469356873797664
58.0,99.9869769969893,0.008946980782807548,0.012121096214370271
59.0,99.96659785168524,0.025106099863083865,0.01829674200332068
60.0,99.9209139014436,0.06937187185331684,0.027187851103955624
61.0,99.99259521059588,0.0039592047896793055,0.021769555948847896
62.0,99.9891663708625,0.007621045802444714,0.01740221365777513
63.0,99.98993081021855,0.00731395327614688,0.010417868269471664
64.0,99.98949624680522,0.006316255051602056,0.02154398798142659
65.0,99.96441215497677,0.022778067845217107,0.040283041869913376
66.0,99.57413421018674,0.3235175575729527,0.010200154699671516
67.0,99.86056212454581,0.13455444944720327,0.011856981515185069
68.0,99.81158608125742,0.18312310941170268,0.008084380820104348
69.0,99.95220298053793,0.04463062785183679,0.03109906342182222
70.0,99.91625932736444,0.07476455087475796,0.008562804770382775
71.0,99.987669775946,0.010722397997460647,0.010766922409471538
72.0,99.97556071474413,0.020581526489289514,0.006677043706145545
73.0,99.9598330601103,0.0351546076519302,0.008372429049411184
74.0,99.78348446322939,0.19827812171470874,0.010739008187309888
75.0,99.66781662822797,0.3223295276280707,0.006147282962991592
76.0,99.70929097599182,0.2870521473415839,0.01625764850289811
77.0,99.84413958119622,0.15367652384551939,0.004776399583468614
78.0,99.79145584240443,0.20468003696334724,0.011268401092457454
79.0,99.92326634395143,0.06989876872235923,0.009457258300327079
80.0,99.96660630318704,0.03196448077585302,0.004313901694240635
81.0,99.99728537693568,0.0019929817960141452,0.0048828324051889156
82.0,99.96746439135946,0.023183751148427093,0.007400260158213551
83.0,99.98935101429203,0.009428208102521695,0.008225259925769182
84.0,99.99422215465586,0.003875861452801836,0.01816904288333866
85.0,99.99244598998733,0.002352630211661843,0.029528764148803694
86.0,99.99170673251075,0.004834138212940578,0.004688241483920774
87.0,99.99060794021526,0.0043986712855039805,0.012530582104674311
88.0,99.9791808538377,0.014076338661601934,0.008250763572748508
89.0,99.98923473342036,0.006947487833807955,0.025762077367427267
90.0,99.99498615869531,0.0036670861717734344,0.011582515376178949
91.0,99.98391748158667,0.010245477569745745,0.020248686529523826
92.0,99.98584712866415,0.011109337166927937,0.011406193747863218
93.0,99.9885068819395,0.009023604802375799,0.008610027629295122
94.0,99.9945028570546,0.004589112556139394,0.004562684096865039
95.0,99.99326655898837,0.0028233431678227876,0.05433466587934673
96.0,99.97157141257652,0.008141699846019175,0.07838159900137408
97.0,99.99063622441977,0.0037369583646313133,0.047414963152882676
98.0,99.97482151345325,0.011965442700423882,0.026513317851681116
99.0,99.98488383312979,0.011839716628849651,0.0053518022876456305
100.0,99.98391072873733,0.014162327956823236,0.010402994313430681
101.0,99.9859664055536,0.010404824138378437,0.03774549156525737
102.0,99.98497574009798,0.01103637480648947,0.00992949151033833
103.0,99.98863194877201,0.00902067222074569,0.00488891507761237
104.0,99.98856851585376,0.00972246859185784,0.003481828129951403
105.0,99.99128734479825,0.007905644841516363,0.0038919377370321153
106.0,99.9928658326026,0.004995950288300178,0.007125634980816728
107.0,99.99624695940184,0.0015706121743818747,0.005663051510404831
108.0,99.9888073827797,0.007167642566413032,0.006642011479174074
109.0,99.97526039562715,0.018997496448070656,0.004506987517948418
110.0,99.9909255558204,0.008379231892340269,0.003985130809843028
111.0,99.99697690953238,0.0018617008678738416,0.008483704471242316
112.0,99.97044929085057,0.01462596536704035,0.01963755576682763
113.0,99.99074570090033,0.007323354373952812,0.025918174341694394
114.0,99.99037489163906,0.006069485427809957,0.015277184264598743
115.0,99.97229026549245,0.01576509455727876,0.01050819914195544
116.0,99.9862943260649,0.011484725336609634,0.004723489197999362
117.0,99.99783769565444,0.0016739170943558292,0.0029301331329620304
118.0,99.99507941717928,0.001971821307584418,0.013098179760151684
119.0,99.9964397452078,0.0018971807132617349,0.0025147164126727533
120.0,99.99543913360107,0.002134873276542059,0.00812423677362915
121.0,99.99472002395245,0.0033427174862204942,0.00923864180884621
122.0,99.99279646132582,0.00561965143088556,0.006287131747995311
123.0,99.99551956669103,0.0037615360206568345,0.002784494895386416
124.0,99.9896117044259,0.006099331480440004,0.006463004580574156
125.0,99.96611888228865,0.01063390045429035,0.01955826948760526
126.0,99.97941184236004,0.014015696048405173,0.009162167943967868
127.0,99.9064913243033,0.07539008067190889,0.004848748627424033
128.0,99.98057871775931,0.01888965029256911,0.0024438916038566363
129.0,99.99482781041756,0.004555630115446055,0.005260169766247617
130.0,99.96063686967231,0.03374523179142245,0.006147241172058994
131.0,99.96396194653427,0.03351969386252356,0.0057855184078474
132.0,99.96126876530123,0.037237507122363,0.007379545356734975
133.0,99.97154466757013,0.026497133137848825,0.012909197366247448
134.0,99.9871058316001,0.011926580926819981,0.007077251730838812
135.0,99.97289568268201,0.022675567908308374,0.01895949447249555
136.0,99.95719295401858,0.035892167893766605,0.028481366545765885
137.0,99.78571506195964,0.1868519840888763,0.03387402551710743
138.0,99.80625429428393,0.18455558568024266,0.005199645382323059
139.0,99.16831605674145,0.8139158065810633,0.006438456766435345
140.0,99.59253471985656,0.40583441597124337,0.006616129855286361
141.0,98.39196187254313,1.6022954132552099,0.00615022916720582
142.0,97.65588199862839,2.3386116718569707,0.007185202425319525
143.0,99.68468878100411,0.3133990240188448,0.007362366796417348
144.0,98.5143795833506,1.4796201024467968,0.0071245514998649956
145.0,99.88573212335933,0.11356710141911984,0.005940187696110266
146.0,99.92844981251659,0.0703950806414893,0.003552678839081551
147.0,99.95094458274963,0.04738630670324054,0.010920274696742935
148.0,99.97221599543255,0.021107954749563503,0.02327985345885572
149.0,99.97159689225231,0.019923797734899926,0.014804296349805936
150.0,99.96617873671046,0.02298932775447865,0.04225997634662369
151.0,99.99331200741777,0.003941374290249331,0.023363992555696395
152.0,99.99511637621137,0.0032738622529943063,0.008659242884594097
153.0,99.98842201092077,0.007124500733293623,0.004540856326700804
154.0,99.99417180425266,0.0037002126946763464,0.012603403734241765
155.0,99.98778528418251,0.005216828568774329,0.022500440207857998
156.0,99.98880872689593,0.0072782772101949895,0.011325572824377668
157.0,99.99089389828032,0.006531511504518446,0.009518590363637308
158.0,99.98948118494992,0.006993156999352691,0.020750766771729347
159.0,99.99727303056144,0.0014091874975521185,0.011179646780867676
160.0,99.995310390922,0.0023481866739513573,0.01004775791990594
161.0,99.9664001509808,0.027242059002563945,0.0037602723895100577
162.0,99.99582454048733,0.0036350647938918207,0.005008685518951684
163.0,99.99780492636917,0.001168834509117344,0.009506058900782842
164.0,99.99364033720522,0.002074989792339696,0.016163757037488187
165.0,99.99435983413123,0.0038503812109034123,0.004622404355853423
166.0,99.99551114506417,0.0022068948054400125,0.006388546932456244
167.0,99.99877154175137,0.0006286458670277409,0.00804427453461553
168.0,99.99347339815345,0.0041917222227375,0.005404859175132147
169.0,99.99416360298267,0.0034483293879407208,0.007691577069782138
170.0,99.99610596799819,0.0018543234466204279,0.023172037245655648
171.0,99.99542800965246,0.0023995982961725858,0.010236504331101
172.0,99.98580835752381,0.008861277926143154,0.010899436666335457
173.0,99.98964086786934,0.006795051682731723,0.011874800175695633
174.0,99.99547865613577,0.003029330525745846,0.011311132320780097
175.0,99.98621605798438,0.00894914787061724,0.006594883229942372
176.0,99.9927230041187,0.004965222128067228,0.012857511646471685
177.0,99.9912615611626,0.00622370168076328,0.003503046283882947
178.0,99.9968131825132,0.001891690757823433,0.01044481060889166
179.0,99.99578759711662,0.0021546335655606174,0.012284948364281735
180.0,99.97422429291561,0.013461199597013631,0.014134520147641296
181.0,99.94511702031605,0.04521746986830888,0.011200020042868521
182.0,99.95042484179892,0.043773881369546894,0.010177359740819973
183.0,99.97750551044692,0.020952081524345186,0.006750127008504447
184.0,99.94679806512599,0.04784422403272781,0.013221543576183294
185.0,99.93013298877212,0.06587750499644833,0.021517204483725447
186.0,99.97935108227092,0.01775044166833278,0.01957255958223895
187.0,99.98764453208237,0.010067646303196388,0.011698590363184906
188.0,99.99288399751987,0.005964349835996351,0.015005139739487453
189.0,99.99775806726124,0.0009897089050607477,0.005575153962690269
190.0,99.99013114150863,0.004521542342136095,0.005117799596448731
191.0,99.97098760399786,0.02244627637340784,0.012837212903070168
192.0,99.91825093306745,0.07141861088873959,0.004671153581152552
193.0,99.81437568147487,0.178147243990292,0.008102541557074907
194.0,99.93995534637827,0.05452840655153255,0.03272387446543198
195.0,99.95455546731783,0.025481728250388275,0.0612315654206745
196.0,99.97961229605983,0.012175712281377747,0.036756106614611005
197.0,99.99477604463911,0.004050295871796134,0.006839568928586291
198.0,99.97743660165524,0.017417338068363385,0.007491866069696615
199.0,99.99629861423324,0.0025961218771209057,0.00620747292072157
200.0,99.99101041823482,0.003785668368934177,0.011603258843960422
0.0,97.0,2.0,4.0
1.0,98.5381609254473,1.1971782268257718,0.8578236227527287
2.0,98.22144831895075,1.6450818009019994,0.12870123398198352
3.0,98.71089020302384,1.2437279651489495,0.17234674743303158
4.0,99.17155039542052,0.7603874596712659,0.1356063174827607
5.0,97.97790389813896,1.9674578963566236,0.041846948376531634
6.0,99.73644479912626,0.25999695402585055,0.026261486382283008
7.0,99.75338898906656,0.22159350388190746,0.07381269256956764
8.0,99.84808434875198,0.14663210997066767,0.01698156155946081
9.0,99.74352748807094,0.24742055894808984,0.036338533707440786
10.0,99.71195168534594,0.2728177579624686,0.046113657150271166
11.0,99.71033399154351,0.28183360742766356,0.007165016510573142
12.0,99.82749243781096,0.1665628508321774,0.01355320256641863
13.0,99.69175411817191,0.2882082679443859,0.007244027594736567
14.0,99.86175054020362,0.13523572051855093,0.009462330783588397
15.0,99.94946586588698,0.04890336694426586,0.005293785006513393
16.0,99.96658589048975,0.03255533099891221,0.0052924679559939345
17.0,99.95073343865774,0.04755084443529454,0.006478360054407098
18.0,99.89657017968618,0.09965452414705304,0.008548616898434166
19.0,99.92739691367463,0.06649887528952528,0.03206923513985713
20.0,99.91896152081483,0.06740348851222971,0.019164865557147547
21.0,99.96684631978734,0.03215040699114596,0.005309019273252082
22.0,99.99224443414005,0.005478444001918622,0.00892135852350581
23.0,99.97814451474888,0.016844444590277556,0.006848539223835536
24.0,99.9954731495597,0.00342366568028876,0.011291812709321692
25.0,99.9692162482835,0.018165588000790198,0.017981647797946605
26.0,99.971586733554,0.019683116898547393,0.06152115351386759
27.0,99.94991597434888,0.03857720518347143,0.007277041426188341
28.0,99.98241800921026,0.016194120038487653,0.0033836458599282577
29.0,99.98769937137196,0.010122813492554967,0.0041316512361339675
30.0,99.98656153862063,0.011135920031325823,0.004799831437021766
31.0,99.99867284403328,0.0007178648761810821,0.007177041091034125
32.0,99.99745705487743,0.0013160563487260564,0.006476276084416176
33.0,99.99518488263126,0.0016334237903057743,0.01226888352303434
34.0,99.99683381838605,0.0006540276856503152,0.012299244527690233
35.0,99.98655337461608,0.0075468343148476485,0.009885076226366236
36.0,99.98995749132605,0.005308825879278557,0.013058627781812765
37.0,99.96323966567506,0.02259549446845484,0.009621682310353348
38.0,99.99019418023838,0.007103940381852404,0.019879726646933705
39.0,99.98837886276742,0.007841283306388884,0.005848021753467046
40.0,99.99215686869869,0.005888319780084594,0.003462787007373106
41.0,99.95336876494177,0.03643515468195824,0.011632998837172503
42.0,99.83047435346825,0.14780402698109907,0.010130207633520714
43.0,99.16586258283363,0.7927613597223881,0.006953047455855
44.0,99.91082982237776,0.088380764720461,0.003971524134959441
45.0,99.86600903240526,0.1301839643599939,0.008480631539041968
46.0,99.93652247220099,0.05910946423056127,0.013586236289419306
47.0,99.97111104096166,0.02663475144884528,0.008326543725464361
48.0,99.9583472709047,0.03078924839347167,0.04293026636617766
49.0,99.96200652899927,0.028006155789842866,0.03191545184387373
50.0,99.99362367277709,0.004922489986915319,0.010555854579699066
51.0,99.9975608218943,0.0015379357590427055,0.00939653075029715
52.0,99.99501573546964,0.0029757570431216507,0.01631392172033348
53.0,99.99068253868877,0.00480596466404302,0.012470321340627153
54.0,99.99528841039893,0.002203805117005176,0.014978639790429108
55.0,99.98644160236606,0.005549328085606519,0.009464270791991757
56.0,99.99069852883817,0.006574885127555008,0.011019631766900727
57.0,99.99210488229608,0.006343643958857664,0.006244770531678632
58.0,99.99302511245678,0.0035484600313287077,0.013330202228348294
59.0,99.99456204060697,0.0037082316873375764,0.004367683928045965
60.0,99.98760087453061,0.0043761399154099165,0.03418724033805635
61.0,99.98340055547254,0.009548237261627618,0.009408025124625026
